focal,moderator,moderator_level,moderator_value,q_post_specific_likeability,q_post_specific_mentacy_belief_scale,like_c,ment_c,like_x_ment,predicted_completions
q_post_specific_likeability,q_post_specific_mentacy_belief_scale,low,-5.0,3.0,-5.0,-2.646464646464646,-3.3030303030303028,8.741352923171103,4.245272804962058
q_post_specific_likeability,q_post_specific_mentacy_belief_scale,low,-5.0,3.050632911392405,-5.0,-2.5958317350722413,-3.3030303030303028,8.574110882511341,4.347983679083201
q_post_specific_likeability,q_post_specific_mentacy_belief_scale,low,-5.0,3.1012658227848102,-5.0,-2.545198823679836,-3.3030303030303028,8.406868841851578,4.453179558090346
q_post_specific_likeability,q_post_specific_mentacy_belief_scale,low,-5.0,3.151898734177215,-5.0,-2.494565912287431,-3.3030303030303028,8.239626801191816,4.5609205646271365
q_post_specific_likeability,q_post_specific_mentacy_belief_scale,low,-5.0,3.2025316455696204,-5.0,-2.4439330008950257,-3.3030303030303028,8.072384760532055,4.671268275954993
q_post_specific_likeability,q_post_specific_mentacy_belief_scale,low,-5.0,3.2531645569620253,-5.0,-2.393300089502621,-3.3030303030303028,7.905142719872292,4.784285759146393
q_post_specific_likeability,q_post_specific_mentacy_belief_scale,low,-5.0,3.3037974683544302,-5.0,-2.342667178110216,-3.3030303030303028,7.737900679212531,4.9000376071296134
q_post_specific_likeability,q_post_specific_mentacy_belief_scale,low,-5.0,3.3544303797468356,-5.0,-2.2920342667178106,-3.3030303030303028,7.570658638552768,5.018589975605558
q_post_specific_likeability,q_post_specific_mentacy_belief_scale,low,-5.0,3.4050632911392404,-5.0,-2.2414013553254057,-3.3030303030303028,7.403416597893006,5.140010620857745
q_post_specific_likeability,q_post_specific_mentacy_belief_scale,low,-5.0,3.4556962025316453,-5.0,-2.190768443933001,-3.3030303030303028,7.2361745572332445,5.264368938477096
q_post_specific_likeability,q_post_specific_mentacy_belief_scale,low,-5.0,3.5063291139240507,-5.0,-2.1401355325405955,-3.3030303030303028,7.068932516573482,5.391736003023616
q_post_specific_likeability,q_post_specific_mentacy_belief_scale,low,-5.0,3.5569620253164556,-5.0,-2.0895026211481906,-3.3030303030303028,6.90169047591372,5.522184608647667
q_post_specific_likeability,q_post_specific_mentacy_belief_scale,low,-5.0,3.607594936708861,-5.0,-2.0388697097557853,-3.3030303030303028,6.734448435253957,5.655789310694042
q_post_specific_likeability,q_post_specific_mentacy_belief_scale,low,-5.0,3.6582278481012658,-5.0,-1.9882367983633804,-3.3030303030303028,6.567206394594195,5.7926264683126085
q_post_specific_likeability,q_post_specific_mentacy_belief_scale,low,-5.0,3.708860759493671,-5.0,-1.937603886970975,-3.3030303030303028,6.399964353934433,5.932774288099891
q_post_specific_likeability,q_post_specific_mentacy_belief_scale,low,-5.0,3.759493670886076,-5.0,-1.8869709755785702,-3.3030303030303028,6.232722313274671,6.076312868796504
