focal,moderator,moderator_level,moderator_value,q_post_specific_likeability,q_post_specific_mentism,like_c,mentism_c,like_x_mentism,predicted_completions
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-6.0,-0.5916666666666668,-4.15,2.4554166666666672,9.766067731855493
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-5.848101265822785,-0.5916666666666668,-3.998101265822785,2.3655432489451482,9.874147381389578
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-5.69620253164557,-0.5916666666666668,-3.8462025316455697,2.275669831223629,9.983423132667383
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-5.544303797468355,-0.5916666666666668,-3.6943037974683546,2.18579641350211,10.09390822277275
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-5.3924050632911396,-0.5916666666666668,-3.5424050632911395,2.095922995780591,10.205616035282384
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-5.240506329113924,-0.5916666666666668,-3.3905063291139235,2.0060495780590717,10.318560101887087
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-5.088607594936709,-0.5916666666666668,-3.2386075949367092,1.9161761603375533,10.432754104030922
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-4.936708860759493,-0.5916666666666668,-3.0867088607594932,1.8263027426160339,10.548211874568494
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-4.784810126582278,-0.5916666666666668,-2.934810126582278,1.7364293248945148,10.66494739944059
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-4.632911392405063,-0.5916666666666668,-2.782911392405063,1.646555907172996,10.782974819368384
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-4.481012658227848,-0.5916666666666668,-2.631012658227848,1.556682489451477,10.90230843156634
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-4.329113924050633,-0.5916666666666668,-2.479113924050633,1.466809071729958,11.022962691474106
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-4.177215189873418,-0.5916666666666668,-2.3272151898734177,1.376935654008439,11.144952214507597
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-4.025316455696203,-0.5916666666666668,-2.1753164556962026,1.2870622362869202,11.26829177782939
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-3.873417721518987,-0.5916666666666668,-2.023417721518987,1.197188818565401,11.39299632213877
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-3.721518987341772,-0.5916666666666668,-1.871518987341772,1.107315400843882,11.519080953481575
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-3.569620253164557,-0.5916666666666668,-1.7196202531645568,1.017441983122363,11.646560945080047
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-3.4177215189873418,-0.5916666666666668,-1.5677215189873417,0.927568565400844,11.775451739182953
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-3.2658227848101267,-0.5916666666666668,-1.4158227848101266,0.8376951476793251,11.90576894893618
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-3.113924050632911,-0.5916666666666668,-1.263924050632911,0.7478217299578058,12.03752836027402
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-2.962025316455696,-0.5916666666666668,-1.112025316455696,0.6579483122362869,12.170745933831423
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-2.810126582278481,-0.5916666666666668,-0.9601265822784808,0.5680748945147679,12.305437806877338
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-2.6582278481012658,-0.5916666666666668,-0.8082278481012657,0.478201476793249,12.441620295269527
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-2.5063291139240507,-0.5916666666666668,-0.6563291139240506,0.38832805907173,12.579309895430983
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-2.3544303797468356,-0.5916666666666668,-0.5044303797468355,0.29845464135021105,12.718523286348203
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-2.20253164556962,-0.5916666666666668,-0.3525316455696199,0.20858122362869183,12.859277331591588
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-2.050632911392405,-0.5916666666666668,-0.2006329113924048,0.11870780590717286,13.001589081358244
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-1.8987341772151893,-0.5916666666666668,-0.048734177215189245,0.02883438818565364,13.145475774537301
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-1.7468354430379742,-0.5916666666666668,0.10316455696202587,-0.06103902953586532,13.290954840798172
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-1.5949367088607591,-0.5916666666666668,0.255063291139241,-0.15091244725738429,13.438043902701892
q_post_specific_mentism,q_post_specific_likeability,low,5.0,5.0,-1.443037974683544,-0.5916666666666668,0.4069620253164561,-0.24078586497890322,13.586760777835797
