focal,moderator,moderator_level,moderator_value,q_post_specific_likeability,q_post_specific_mentism,like_c,mentism_c,like_x_mentism,predicted_completions
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.0,-5.0,-2.584745762711864,-3.0508474576271185,7.8856650387819585,4.635183278252017
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.050632911392405,-5.0,-2.5341128513194593,-3.0508474576271185,7.731191749788181,4.7354897415699435
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.1012658227848102,-5.0,-2.483479939927054,-3.0508474576271185,7.576718460794401,4.837966860497231
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.151898734177215,-5.0,-2.432847028534649,-3.0508474576271185,7.422245171800624,4.942661608535071
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.2025316455696204,-5.0,-2.3822141171422437,-3.0508474576271185,7.267771882806845,5.049621975702347
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.2531645569620253,-5.0,-2.331581205749839,-3.0508474576271185,7.1132985938130675,5.158896990533301
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.3037974683544302,-5.0,-2.280948294357434,-3.0508474576271185,6.95882530481929,5.270536742551268
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.3544303797468356,-5.0,-2.2303153829650286,-3.0508474576271185,6.80435201582551,5.3845924052287275
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.4050632911392404,-5.0,-2.1796824715726237,-3.0508474576271185,6.649878726831733,5.5011162594442045
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.4556962025316453,-5.0,-2.129049560180219,-3.0508474576271185,6.495405437837955,5.620161717446823
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.5063291139240507,-5.0,-2.0784166487878135,-3.0508474576271185,6.3409321488441766,5.741783347339414
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.5569620253164556,-5.0,-2.0277837373954086,-3.0508474576271185,6.186458859850399,5.866036898091473
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.607594936708861,-5.0,-1.9771508260030033,-3.0508474576271185,6.03198557085662,5.992979325093391
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.6582278481012658,-5.0,-1.9265179146105984,-3.0508474576271185,5.877512281862843,6.122668816263688
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.708860759493671,-5.0,-1.875885003218193,-3.0508474576271185,5.723038992869063,6.255164818721215
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.759493670886076,-5.0,-1.8252520918257882,-3.0508474576271185,5.568565703875286,6.390528066034545
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.810126582278481,-5.0,-1.7746191804333833,-3.0508474576271185,5.414092414881508,6.528820606061054
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.8607594936708862,-5.0,-1.723986269040978,-3.0508474576271185,5.259619125887729,6.6701058293884365
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.911392405063291,-5.0,-1.673353357648573,-3.0508474576271185,5.105145836893952,6.814448498391711
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.962025316455696,-5.0,-1.6227204462561682,-3.0508474576271185,4.950672547900174,6.961914776919017
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.012658227848101,-5.0,-1.5720875348637628,-3.0508474576271185,4.796199258906395,7.112572260619836
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.063291139240507,-5.0,-1.5214546234713575,-3.0508474576271185,4.641725969912616,7.266490007929498
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.113924050632911,-5.0,-1.470821712078953,-3.0508474576271185,4.487252680918839,7.423738571724221
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.1645569620253164,-5.0,-1.4201888006865477,-3.0508474576271185,4.332779391925061,7.584390031661176
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.215189873417722,-5.0,-1.3695558892941424,-3.0508474576271185,4.178306102931281,7.748518027218358
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.265822784810126,-5.0,-1.318922977901738,-3.0508474576271185,4.0238328139375055,7.916197791449505
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.3164556962025316,-5.0,-1.2682900665093326,-3.0508474576271185,3.8693595249437265,8.087506185469456
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.367088607594937,-5.0,-1.2176571551169273,-3.0508474576271185,3.7148862359499475,8.262521733685757
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.417721518987342,-5.0,-1.167024243724522,-3.0508474576271185,3.5604129469561685,8.44132465979272
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.468354430379747,-5.0,-1.1163913323321175,-3.0508474576271185,3.405939657962392,8.623996923544391
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.518987341772152,-5.0,-1.0657584209397122,-3.0508474576271185,3.251466368968613,8.810622258323308
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.5696202531645564,-5.0,-1.0151255095473077,-3.0508474576271185,3.096993079974837,9.001286209522211
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.620253164556962,-5.0,-0.9644925981549024,-3.0508474576271185,2.942519790981058,9.196076173756394
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.670886075949367,-5.0,-0.9138596867624971,-3.0508474576271185,2.788046501987279,9.395081438924596
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.7215189873417724,-5.0,-0.8632267753700917,-3.0508474576271185,2.6335732129935,9.598393225136814
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.772151898734177,-5.0,-0.8125938639776873,-3.0508474576271185,2.479099923999724,9.806104726527822
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.822784810126582,-5.0,-0.761960952585282,-3.0508474576271185,2.324626635005945,10.018311153975528
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.8734177215189876,-5.0,-0.7113280411928766,-3.0508474576271185,2.170153346012166,10.235109778743778
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.924050632911392,-5.0,-0.6606951298004722,-3.0508474576271185,2.0156800570183897,10.456599977069587
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.974683544303797,-5.0,-0.6100622184080668,-3.0508474576271185,1.8612067680246107,10.682883275715268
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.025316455696203,-5.0,-0.5594293070156615,-3.0508474576271185,1.7067334790308317,10.914063398506295
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.075949367088608,-5.0,-0.5087963956232562,-3.0508474576271185,1.5522601900370527,11.150246313876288
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.1265822784810124,-5.0,-0.45816348423085174,-3.0508474576271185,1.3977869010432764,11.391540283440843
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.177215189873418,-5.0,-0.4075305728384464,-3.0508474576271185,1.2433136120494974,11.638055911622551
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.227848101265822,-5.0,-0.35689766144604196,-3.0508474576271185,1.088840323055721,11.889906196349878
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.2784810126582276,-5.0,-0.3062647500536366,-3.0508474576271185,0.9343670340619422,12.147206580853233
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.329113924050633,-5.0,-0.2556318386612313,-3.0508474576271185,0.7798937450681632,12.410075006581831
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.379746835443038,-5.0,-0.20499892726882596,-3.0508474576271185,0.6254204560743842,12.678631967265783
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.4303797468354436,-5.0,-0.15436601587642063,-3.0508474576271185,0.4709471670806053,12.953000564148025
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.481012658227848,-5.0,-0.10373310448401618,-3.0508474576271185,0.31647387808682903,13.233306562411538
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.531645569620253,-5.0,-0.05310019309161085,-3.0508474576271185,0.16200058909305004,13.51967844882764
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.582278481012658,-5.0,-0.002467281699206403,-3.0508474576271185,0.007527300099273771,13.812247490651787
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.632911392405063,-5.0,0.04816562969319893,-3.0508474576271185,-0.1469459888945052,14.111147795793908
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.6835443037974684,-5.0,0.09879854108560426,-3.0508474576271185,-0.30141927788828415,14.416516374290856
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.734177215189874,-5.0,0.1494314524780096,-3.0508474576271185,-0.45589256688206314,14.72849320110911
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.784810126582278,-5.0,0.20006436387041404,-3.0508474576271185,-0.6103658558758395,15.047221280306555
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.8354430379746836,-5.0,0.2506972752628194,-3.0508474576271185,-0.7648391448696183,15.37284671058274
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.886075949367088,-5.0,0.3013301866552238,-3.0508474576271185,-0.9193124338633947,15.705518752247649
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.936708860759493,-5.0,0.35196309804762915,-3.0508474576271185,-1.0737857228571737,16.045389895639723
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.987341772151899,-5.0,0.4025960094400345,-3.0508474576271185,-1.2282590118509527,16.392615931024412
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,6.037974683544304,-5.0,0.4532289208324398,-3.0508474576271185,-1.3827323008447316,16.74735602000537
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,6.088607594936709,-5.0,0.5038618322248452,-3.0508474576271185,-1.5372055898385106,17.109772768481044
