captcha_post_completions,q_post_specific_likeability,q_post_specific_mentacy_belief_scale,q_post_gators_pos,q_post_gators_neg,q_pre_idaq,q_pre_captcha_fun,q_pre_captcha_difficulty,like_c,ment_c,like_x_ment,liking_zone,mentacy_zone,quadrant
15,7.0,-5.0,4.0,4.9,3.933333333333333,3.6666666666666665,3.0,1.3608247422680408,-3.1855670103092786,-4.334998405781698,high_liking,low_mentacy,high_liking__low_mentacy
11,7.0,4.0,4.6,5.0,3.533333333333333,5.333333333333333,4.0,1.3608247422680408,5.814432989690721,7.91242427463067,high_liking,higher_mentacy,high_liking__higher_mentacy
5,7.0,-2.0,3.6,6.1,4.6,3.6666666666666665,3.0,1.3608247422680408,-0.18556701030927836,-0.2525241789775746,high_liking,higher_mentacy,high_liking__higher_mentacy
67,7.0,-5.0,5.3,5.1,3.066666666666667,2.0,3.0,1.3608247422680408,-3.1855670103092786,-4.334998405781698,high_liking,low_mentacy,high_liking__low_mentacy
30,6.0,-0.0,4.8,3.4,2.4,4.666666666666667,5.0,0.36082474226804084,1.8144329896907216,0.6546923158677854,high_liking,higher_mentacy,high_liking__higher_mentacy
10,7.0,-5.0,4.4,4.8,4.533333333333333,5.333333333333333,5.0,1.3608247422680408,-3.1855670103092786,-4.334998405781698,high_liking,low_mentacy,high_liking__low_mentacy
10,5.0,-5.0,3.9,5.3,3.933333333333333,2.6666666666666665,4.0,-0.6391752577319592,-3.1855670103092786,2.03613561483686,lower_liking,low_mentacy,lower_liking__low_mentacy
15,5.0,1.0,5.2,4.5,4.6,3.0,2.0,-0.6391752577319592,2.8144329896907214,-1.7989159315548953,lower_liking,higher_mentacy,lower_liking__higher_mentacy
12,6.0,-3.0,4.0,4.5,1.2,3.3333333333333335,2.0,0.36082474226804084,-1.1855670103092784,-0.4277819109363371,high_liking,higher_mentacy,high_liking__higher_mentacy
11,6.0,0.0,4.1,5.6,2.7333333333333334,4.333333333333333,5.0,0.36082474226804084,1.8144329896907216,0.6546923158677854,high_liking,higher_mentacy,high_liking__higher_mentacy
11,6.0,2.0,5.6,4.3,4.266666666666667,4.0,5.0,0.36082474226804084,3.8144329896907214,1.376341800403867,high_liking,higher_mentacy,high_liking__higher_mentacy
17,7.0,-3.0,4.7,3.9,2.066666666666667,5.333333333333333,2.0,1.3608247422680408,-1.1855670103092784,-1.6133489212456154,high_liking,higher_mentacy,high_liking__higher_mentacy
8,7.0,-3.0,4.4,4.3,3.2666666666666666,1.6666666666666667,3.0,1.3608247422680408,-1.1855670103092784,-1.6133489212456154,high_liking,higher_mentacy,high_liking__higher_mentacy
10,4.0,-5.0,4.9,5.9,3.066666666666667,3.3333333333333335,2.0,-1.6391752577319592,-3.1855670103092786,5.221702625146138,lower_liking,low_mentacy,lower_liking__low_mentacy
5,5.0,-3.0,3.4,4.5,3.066666666666667,5.333333333333333,6.0,-0.6391752577319592,-1.1855670103092784,0.7577850993729413,lower_liking,higher_mentacy,lower_liking__higher_mentacy
10,6.0,-6.0,4.5,4.1,3.4,2.3333333333333335,2.0,0.36082474226804084,-4.185567010309279,-1.5102561377404597,high_liking,low_mentacy,high_liking__low_mentacy
25,7.0,-1.0,4.6,3.3,4.533333333333333,3.6666666666666665,2.0,1.3608247422680408,0.8144329896907216,1.1083005632904663,high_liking,higher_mentacy,high_liking__higher_mentacy
3,4.0,-5.0,5.0,4.1,4.6,3.0,3.0,-1.6391752577319592,-3.1855670103092786,5.221702625146138,lower_liking,low_mentacy,lower_liking__low_mentacy
10,6.0,4.0,5.4,3.9,4.066666666666666,5.333333333333333,1.0,0.36082474226804084,5.814432989690721,2.097991284939949,high_liking,higher_mentacy,high_liking__higher_mentacy
29,6.0,-2.0,4.5,3.9,4.133333333333334,4.666666666666667,3.0,0.36082474226804084,-0.18556701030927836,-0.06695716866829624,high_liking,higher_mentacy,high_liking__higher_mentacy
15,6.0,3.0,3.7,4.9,3.8,3.6666666666666665,2.0,0.36082474226804084,4.814432989690721,1.7371665426719078,high_liking,higher_mentacy,high_liking__higher_mentacy
28,6.0,2.0,3.0,3.8,4.466666666666667,5.0,2.0,0.36082474226804084,3.8144329896907214,1.376341800403867,high_liking,higher_mentacy,high_liking__higher_mentacy
10,6.0,4.0,4.2,3.5,5.2,3.0,4.0,0.36082474226804084,5.814432989690721,2.097991284939949,high_liking,higher_mentacy,high_liking__higher_mentacy
11,7.0,5.0,5.2,3.3,6.533333333333333,3.6666666666666665,3.0,1.3608247422680408,6.814432989690721,9.273249016898712,high_liking,higher_mentacy,high_liking__higher_mentacy
25,6.0,4.0,4.2,5.2,4.2,5.0,6.0,0.36082474226804084,5.814432989690721,2.097991284939949,high_liking,higher_mentacy,high_liking__higher_mentacy
30,7.0,5.0,5.2,3.6,6.0,4.333333333333333,1.0,1.3608247422680408,6.814432989690721,9.273249016898712,high_liking,higher_mentacy,high_liking__higher_mentacy
2,4.0,-1.0,3.6,4.1,3.3333333333333335,4.666666666666667,2.0,-1.6391752577319592,0.8144329896907216,-1.3349984057816986,lower_liking,higher_mentacy,lower_liking__higher_mentacy
20,5.0,-4.0,4.9,4.4,1.8666666666666667,3.0,2.0,-0.6391752577319592,-2.1855670103092786,1.3969603571049005,lower_liking,higher_mentacy,lower_liking__higher_mentacy
17,6.0,-2.0,4.9,4.6,3.6666666666666665,4.666666666666667,4.0,0.36082474226804084,-0.18556701030927836,-0.06695716866829624,high_liking,higher_mentacy,high_liking__higher_mentacy
2,5.0,-4.0,5.8,3.8,1.8,4.0,2.0,-0.6391752577319592,-2.1855670103092786,1.3969603571049005,lower_liking,higher_mentacy,lower_liking__higher_mentacy
5,4.0,-3.0,4.2,5.3,4.6,1.3333333333333333,3.0,-1.6391752577319592,-1.1855670103092784,1.9433521096822197,lower_liking,higher_mentacy,lower_liking__higher_mentacy
5,6.0,-3.0,5.5,3.1,4.0,4.0,3.0,0.36082474226804084,-1.1855670103092784,-0.4277819109363371,high_liking,higher_mentacy,high_liking__higher_mentacy
11,4.0,-5.0,4.0,4.8,3.1333333333333333,3.3333333333333335,3.0,-1.6391752577319592,-3.1855670103092786,5.221702625146138,lower_liking,low_mentacy,lower_liking__low_mentacy
1,6.0,1.0,4.5,5.3,3.8666666666666663,4.0,2.0,0.36082474226804084,2.8144329896907214,1.0155170581358262,high_liking,higher_mentacy,high_liking__higher_mentacy
3,6.0,2.0,5.0,6.3,4.6,2.6666666666666665,3.0,0.36082474226804084,3.8144329896907214,1.376341800403867,high_liking,higher_mentacy,high_liking__higher_mentacy
