focal,moderator,moderator_level,moderator_value,q_post_specific_likeability,q_post_specific_mentism,like_c,mentism_c,like_x_mentism,predicted_completions
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.0,-5.0,-2.608247422680412,-3.154639175257732,8.22807949835264,4.844006912934205
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.050632911392405,-5.0,-2.557614511288007,-3.154639175257732,8.068350932516806,4.946303259831263
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.1012658227848102,-5.0,-2.5069815998956018,-3.154639175257732,7.90862236668097,5.050759913841124
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.151898734177215,-5.0,-2.456348688503197,-3.154639175257732,7.748893800845137,5.1574224966009545
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.2025316455696204,-5.0,-2.4057157771107915,-3.154639175257732,7.589165235009301,5.266337593191394
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.2531645569620253,-5.0,-2.3550828657183867,-3.154639175257732,7.429436669173467,5.3775527724826615
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.3037974683544302,-5.0,-2.3044499543259818,-3.154639175257732,7.269708103337633,5.491116607910365
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.3544303797468356,-5.0,-2.2538170429335764,-3.154639175257732,7.109979537501798,5.607078698690028
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.4050632911392404,-5.0,-2.2031841315411715,-3.154639175257732,6.950250971665963,5.725489691479643
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.4556962025316453,-5.0,-2.1525512201487667,-3.154639175257732,6.79052240583013,5.84640130249969
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.5063291139240507,-5.0,-2.1019183087563613,-3.154639175257732,6.630793839994294,5.9698663401203
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.5569620253164556,-5.0,-2.0512853973639564,-3.154639175257732,6.471065274158461,6.095938727925397
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.607594936708861,-5.0,-2.000652485971551,-3.154639175257732,6.311336708322625,6.224673528263931
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.6582278481012658,-5.0,-1.9500195745791462,-3.154639175257732,6.151608142486791,6.356126966298458
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.708860759493671,-5.0,-1.8993866631867409,-3.154639175257732,5.991879576650955,6.490356454561585
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.759493670886076,-5.0,-1.848753751794336,-3.154639175257732,5.832151010815122,6.627420618030998
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.810126582278481,-5.0,-1.798120840401931,-3.154639175257732,5.672422444979287,6.767379319734036
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.8607594936708862,-5.0,-1.7474879290095258,-3.154639175257732,5.512693879143452,6.910293686892969
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.911392405063291,-5.0,-1.6968550176171209,-3.154639175257732,5.352965313307618,7.0562261376224304
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,3.962025316455696,-5.0,-1.646222106224716,-3.154639175257732,5.193236747471785,7.205240408190649
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.012658227848101,-5.0,-1.5955891948323107,-3.154639175257732,5.033508181635949,7.357401580856379
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.063291139240507,-5.0,-1.5449562834399053,-3.154639175257732,4.873779615800114,7.51277611229369
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.113924050632911,-5.0,-1.4943233720475009,-3.154639175257732,4.714051049964281,7.671431862617048
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.1645569620253164,-5.0,-1.4436904606550955,-3.154639175257732,4.554322484128446,7.833438125019358
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.215189873417722,-5.0,-1.3930575492626902,-3.154639175257732,4.39459391829261,7.998865656035867
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.265822784810126,-5.0,-1.3424246378702858,-3.154639175257732,4.234865352456778,8.16778670644724
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.3164556962025316,-5.0,-1.2917917264778804,-3.154639175257732,4.075136786620942,8.340275052835208
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.367088607594937,-5.0,-1.241158815085475,-3.154639175257732,3.915408220785107,8.516406029804621
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.417721518987342,-5.0,-1.1905259036930698,-3.154639175257732,3.7556796549492715,8.696256562886
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.468354430379747,-5.0,-1.1398929923006653,-3.154639175257732,3.5959510891134387,8.879905202132866
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.518987341772152,-5.0,-1.08926008090826,-3.154639175257732,3.4362225232776034,9.067432156428668
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.5696202531645564,-5.0,-1.0386271695158555,-3.154639175257732,3.276493957441771,9.258919328518125
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.620253164556962,-5.0,-0.9879942581234502,-3.154639175257732,3.1167653916059357,9.454450350778421
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.670886075949367,-5.0,-0.9373613467310449,-3.154639175257732,2.9570368257701003,9.654110621745788
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.7215189873417724,-5.0,-0.8867284353386395,-3.154639175257732,2.797308259934265,9.85798734341348
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.772151898734177,-5.0,-0.8360955239462351,-3.154639175257732,2.637579694098432,10.066169559317414
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.822784810126582,-5.0,-0.7854626125538298,-3.154639175257732,2.477851128262597,10.278748193426091
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.8734177215189876,-5.0,-0.7348297011614244,-3.154639175257732,2.3181225624267614,10.495816089851802
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.924050632911392,-5.0,-0.68419678976902,-3.154639175257732,2.158393996590929,10.717468053400465
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,4.974683544303797,-5.0,-0.6335638783766147,-3.154639175257732,1.9986654307550935,10.943800890977835
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.025316455696203,-5.0,-0.5829309669842093,-3.154639175257732,1.8389368649192581,11.174913453870046
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.075949367088608,-5.0,-0.532298055591804,-3.154639175257732,1.6792082990834227,11.410906680917117
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.1265822784810124,-5.0,-0.48166514419939954,-3.154639175257732,1.5194797332475902,11.651883642598198
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.177215189873418,-5.0,-0.4310322328069942,-3.154639175257732,1.3597511674117548,11.897949586047767
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.227848101265822,-5.0,-0.38039932141458976,-3.154639175257732,1.2000226015759223,12.149211981022503
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.2784810126582276,-5.0,-0.32976641002218443,-3.154639175257732,1.040294035740087,12.405780566838935
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.329113924050633,-5.0,-0.2791334986297791,-3.154639175257732,0.8805654699042516,12.66776740030227
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.379746835443038,-5.0,-0.22850058723737376,-3.154639175257732,0.7208369040684162,12.935286904647407
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.4303797468354436,-5.0,-0.17786767584496843,-3.154639175257732,0.5611083382325808,13.208455919513495
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.481012658227848,-5.0,-0.127234764452564,-3.154639175257732,0.4013797723967482,13.48739375197389
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.531645569620253,-5.0,-0.07660185306015865,-3.154639175257732,0.24165120656091285,13.772222228643711
q_post_specific_likeability,q_post_specific_mentism,low,-5.0,5.582278481012658,-5.0,-0.02596894166775421,-3.154639175257732,0.08192264072508028,14.063065748887842
